chr	start	end	name	score	strand	symbol	tss	K562.ENCFF934YBO.TPM.txt.Expression	Expression	Expression.quantile	is_ue	cellType	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.readCount	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPM	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.readCount.quantile	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPM.quantile	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPKM	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPKM.quantile	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.readCount	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPM	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.readCount.quantile	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPM.quantile	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPKM	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPKM.quantile	DHS.RPM	DHS.RPM.quantile	DHS.RPKM	DHS.RPKM.quantile	H3K27ac.ENCFF384ZZM.chr22.bam.readCount	H3K27ac.ENCFF384ZZM.chr22.bam.RPM	H3K27ac.ENCFF384ZZM.chr22.bam.readCount.quantile	H3K27ac.ENCFF384ZZM.chr22.bam.RPM.quantile	H3K27ac.ENCFF384ZZM.chr22.bam.RPKM	H3K27ac.ENCFF384ZZM.chr22.bam.RPKM.quantile	H3K27ac.RPM	H3K27ac.RPM.quantile	H3K27ac.RPKM	H3K27ac.RPKM.quantile	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.readCount.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPM.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.readCount.quantile.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPM.quantile.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPKM.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPKM.quantile.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.readCount.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPM.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.readCount.quantile.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPM.quantile.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPKM.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPKM.quantile.TSS1Kb	DHS.RPM.TSS1Kb	DHS.RPM.quantile.TSS1Kb	DHS.RPKM.TSS1Kb	DHS.RPKM.quantile.TSS1Kb	H3K27ac.ENCFF384ZZM.chr22.bam.readCount.TSS1Kb	H3K27ac.ENCFF384ZZM.chr22.bam.RPM.TSS1Kb	H3K27ac.ENCFF384ZZM.chr22.bam.readCount.quantile.TSS1Kb	H3K27ac.ENCFF384ZZM.chr22.bam.RPM.quantile.TSS1Kb	H3K27ac.ENCFF384ZZM.chr22.bam.RPKM.TSS1Kb	H3K27ac.ENCFF384ZZM.chr22.bam.RPKM.quantile.TSS1Kb	H3K27ac.RPM.TSS1Kb	H3K27ac.RPM.quantile.TSS1Kb	H3K27ac.RPKM.TSS1Kb	H3K27ac.RPKM.quantile.TSS1Kb	PromoterActivityQuantile
chr22	32014478	32058550	PISD	0	-	PISD	32058550	33.440000	33.440000	0.823529	False	K562	802	1846.645529	0.855615	0.855615	41.900652	0.754011	751	1923.978511	0.862745	0.862745	43.655348	0.757576	1885.312020	0.860963	42.778000	0.759358	767	3505.372314	0.916221	0.916221	79.537400	0.816399	3505.372314	0.916221	79.537400	0.816399	231	531.889174	0.803922	0.803922	531.889174	0.803922	267	684.024317	0.848485	0.848485	684.024317	0.848485	607.956746	0.837790	607.956746	0.837790	106	484.445196	0.812834	0.812834	484.445196	0.812834	484.445196	0.812834	484.445196	0.812834	0.846702
chr22	32077333	32146120	PRR14L	0	-	PRR14L	32146120	7.240000	7.240000	0.645276	False	K562	354	815.102889	0.686275	0.686275	11.849665	0.315508	318	814.680648	0.694296	0.694296	11.843526	0.317291	814.891769	0.691622	11.846596	0.320856	361	1649.855809	0.793226	0.793226	23.984994	0.547237	1649.855809	0.793226	23.984994	0.547237	207	476.627961	0.779857	0.779857	476.627961	0.779857	175	448.330545	0.775401	0.775401	448.330545	0.775401	462.479253	0.777184	462.479253	0.777184	147	671.824942	0.878788	0.878788	671.824942	0.878788	671.824942	0.878788	671.824942	0.878788	0.850267
chr22	32150008	32303020	DEPDC5	0	+	DEPDC5	32150008	6.960000	6.960000	0.639929	False	K562	2048	4715.623496	0.950089	0.950089	30.818651	0.657754	1777	4552.476450	0.948307	0.948307	29.752415	0.657754	4634.049973	0.948307	30.285533	0.657754	1140	5210.070976	0.953654	0.953654	34.050081	0.632799	5210.070976	0.953654	34.050081	0.632799	175	402.946344	0.753119	0.753119	402.946344	0.753119	171	438.082990	0.768271	0.768271	438.082990	0.768271	420.514667	0.766488	420.514667	0.766488	166	758.659458	0.889483	0.889483	758.659458	0.889483	758.659458	0.889483	758.659458	0.889483	0.848485
chr22	32329506	32341348	C22orf24	0	-	C22orf24	32341348	0.110000	0.110000	0.403743	False	K562	374	861.153900	0.710339	0.710339	72.720309	0.848485	315	806.994981	0.689840	0.689840	68.146849	0.843137	834.074441	0.702317	70.433579	0.843137	403	1841.805792	0.823529	0.823529	155.531649	0.912656	1841.805792	0.823529	155.531649	0.912656	26	59.866314	0.470588	0.470588	59.866314	0.470588	18	46.113999	0.451872	0.451872	46.113999	0.451872	52.990156	0.461676	52.990156	0.461676	147	671.824942	0.878788	0.878788	671.824942	0.878788	671.824942	0.878788	671.824942	0.878788	0.623886
chr22	32340478	32353590	YWHAH	0	+	YWHAH	32340478	78.400000	78.400000	0.907308	False	K562	211	485.838163	0.568627	0.568627	37.052941	0.734403	246	630.224652	0.631907	0.631907	48.064723	0.780749	558.031407	0.606061	42.558832	0.757576	386	1764.111751	0.812834	0.812834	134.541775	0.891266	1764.111751	0.812834	134.541775	0.891266	140	322.357075	0.712121	0.712121	322.357075	0.712121	116	297.179104	0.702317	0.702317	297.179104	0.702317	309.768090	0.709447	309.768090	0.709447	94	429.602344	0.800357	0.800357	429.602344	0.800357	429.602344	0.800357	429.602344	0.800357	0.770053
chr22	32455156	32509011	SLC5A1	0	+	SLC5A1	32455156	0.000000	0.000000	0.268271	False	K562	138	317.751974	0.445633	0.445633	5.900139	0.112299	126	322.797993	0.455437	0.455437	5.993835	0.122995	320.274983	0.458111	5.946987	0.119430	75	342.767827	0.425134	0.425134	6.364643	0.124777	342.767827	0.425134	6.364643	0.124777	3	6.907652	0.183601	0.183601	6.907652	0.183601	4	10.247555	0.239750	0.239750	10.247555	0.239750	8.577603	0.209447	8.577603	0.209447	3	13.710713	0.319964	0.319964	13.710713	0.319964	13.710713	0.319964	13.710713	0.319964	0.285205
chr22	32517963	32529456	AP1B1P1	0	+	AP1B1P1	32517963	0.000000	0.000000	0.268271	False	K562	34	78.286718	0.187166	0.187166	6.811687	0.135472	23	58.923443	0.154189	0.154189	5.126898	0.103387	68.605081	0.171123	5.969293	0.121212	21	95.974992	0.213904	0.213904	8.350735	0.183601	95.974992	0.213904	8.350735	0.183601	2	4.605101	0.131016	0.131016	4.605101	0.131016	7	17.933222	0.323529	0.323529	17.933222	0.323529	11.269161	0.268271	11.269161	0.268271	3	13.710713	0.319964	0.319964	13.710713	0.319964	13.710713	0.319964	13.710713	0.319964	0.315508
chr22	32545518	32555243	C22orf42	0	-	C22orf42	32555243	0.000000	0.000000	0.268271	False	K562	10	23.025505	0.074866	0.074866	2.367661	0.035651	16	40.990221	0.115865	0.115865	4.214933	0.076649	32.007863	0.094474	3.291297	0.046346	1	4.570238	0.045455	0.045455	0.469947	0.048128	4.570238	0.045455	0.469947	0.048128	0	0.000000	0.022282	0.022282	0.000000	0.022282	2	5.123778	0.139037	0.139037	5.123778	0.139037	2.561889	0.074866	2.561889	0.074866	1	4.570238	0.184492	0.184492	4.570238	0.184492	4.570238	0.184492	4.570238	0.184492	0.103387
chr22	32586421	32599464	RFPL2	0	-	RFPL2	32599464	0.000000	0.000000	0.268271	False	K562	26	59.866314	0.148841	0.148841	4.589919	0.078431	28	71.732887	0.168449	0.168449	5.499723	0.106952	65.799601	0.158645	5.044821	0.096257	15	68.553565	0.185383	0.185383	5.255966	0.098039	68.553565	0.185383	5.255966	0.098039	0	0.000000	0.022282	0.022282	0.000000	0.022282	0	0.000000	0.028520	0.028520	0.000000	0.028520	0.000000	0.013369	0.000000	0.013369	0	0.000000	0.071301	0.071301	0.000000	0.071301	0.000000	0.071301	0.000000	0.071301	0.013369
chr22	32614462	32651318	SLC5A4	0	-	SLC5A4	32651318	0.160000	0.160000	0.420677	False	K562	61	140.455583	0.277184	0.277184	3.810929	0.057041	41	105.037442	0.234403	0.234403	2.849941	0.055258	122.746512	0.256684	3.330435	0.049911	49	223.941647	0.358289	0.358289	6.076125	0.117647	223.941647	0.358289	6.076125	0.117647	1	2.302551	0.075758	0.075758	2.302551	0.075758	2	5.123778	0.139037	0.139037	5.123778	0.139037	3.713164	0.098930	3.713164	0.098930	2	9.140475	0.260250	0.260250	9.140475	0.260250	9.140475	0.260250	9.140475	0.260250	0.182709
chr22	32753853	32757148	RFPL3	0	+	RFPL3	32753853	0.000000	0.000000	0.268271	False	K562	5	11.512753	0.030303	0.030303	3.494007	0.046346	5	12.809444	0.035651	0.035651	3.887540	0.069519	12.161098	0.028520	3.690773	0.055258	2	9.140475	0.057932	0.057932	2.774044	0.069519	9.140475	0.057932	2.774044	0.069519	1	2.302551	0.075758	0.075758	2.302551	0.075758	0	0.000000	0.028520	0.028520	0.000000	0.028520	1.151275	0.034759	1.151275	0.034759	0	0.000000	0.071301	0.071301	0.000000	0.071301	0.000000	0.071301	0.000000	0.071301	0.031194
chr22	32755892	32767063	RFPL3S	0	-	RFPL3S	32767063	0.810000	0.810000	0.500891	False	K562	26	59.866314	0.148841	0.148841	5.359083	0.094474	29	74.294776	0.176471	0.176471	6.650683	0.146168	67.080545	0.163993	6.004883	0.122995	16	73.123803	0.193405	0.193405	6.545860	0.128342	73.123803	0.193405	6.545860	0.128342	4	9.210202	0.238859	0.238859	9.210202	0.238859	4	10.247555	0.239750	0.239750	10.247555	0.239750	9.728879	0.233512	9.728879	0.233512	3	13.710713	0.319964	0.319964	13.710713	0.319964	13.710713	0.319964	13.710713	0.319964	0.306595
chr22	32772650	32780329	LOC339666	0	+	LOC339666	32772650			0.081996	False	K562	38	87.496920	0.197861	0.197861	11.394312	0.299465	36	92.227998	0.215686	0.215686	12.010418	0.327986	89.862459	0.199643	11.702365	0.315508	22	100.545229	0.222816	0.222816	13.093532	0.349376	100.545229	0.222816	13.093532	0.349376	4	9.210202	0.238859	0.238859	9.210202	0.238859	3	7.685666	0.188948	0.188948	7.685666	0.188948	8.447934	0.201426	8.447934	0.201426	3	13.710713	0.319964	0.319964	13.710713	0.319964	13.710713	0.319964	13.710713	0.319964	0.278075
chr22	32783561	32808274	RTCB	0	-	RTCB	32808274	66.940000	66.940000	0.900178	False	K562	143	329.264727	0.455437	0.455437	13.323543	0.370766	168	430.397323	0.545455	0.545455	17.415827	0.472371	379.831025	0.506239	15.369685	0.424242	120	548.428524	0.531194	0.531194	22.191904	0.529412	548.428524	0.531194	22.191904	0.529412	132	303.936671	0.705882	0.705882	303.936671	0.705882	134	343.293103	0.729055	0.729055	343.293103	0.729055	323.614887	0.714795	323.614887	0.714795	66	301.635688	0.713904	0.713904	301.635688	0.713904	301.635688	0.713904	301.635688	0.713904	0.711230
chr22	32809833	32853373	BPIFC	0	-	BPIFC	32853373	0.000000	0.000000	0.268271	False	K562	167	384.525939	0.506239	0.506239	8.831556	0.212121	142	363.788214	0.497326	0.497326	8.355264	0.204991	374.157077	0.497326	8.593410	0.206774	74	338.197590	0.419786	0.419786	7.767515	0.160428	338.197590	0.419786	7.767515	0.160428	1	2.302551	0.075758	0.075758	2.302551	0.075758	1	2.561889	0.084670	0.084670	2.561889	0.084670	2.432220	0.066845	2.432220	0.066845	2	9.140475	0.260250	0.260250	9.140475	0.260250	9.140475	0.260250	9.140475	0.260250	0.133690
chr22	32871223	32894818	FBXO7	0	+	FBXO7	32871223	65.910000	65.910000	0.898396	True	K562	365	840.430945	0.697861	0.697861	35.619027	0.718360	319	817.242537	0.697861	0.697861	34.636259	0.707665	828.836741	0.698752	35.127643	0.714795	240	1096.857048	0.707665	0.707665	46.486842	0.702317	1096.857048	0.707665	46.486842	0.702317	102	234.860155	0.651515	0.651515	234.860155	0.651515	76	194.703551	0.623886	0.623886	194.703551	0.623886	214.781853	0.638146	214.781853	0.638146	109	498.155909	0.820856	0.820856	498.155909	0.820856	498.155909	0.820856	498.155909	0.820856	0.720143
chr22	32908539	33402806	SYN3	0	-	SYN3	33402806	0.040000	0.040000	0.387701	False	K562	2438	5613.618205	0.964349	0.964349	11.357461	0.297683	2198	5631.031647	0.962567	0.962567	11.392692	0.304813	5622.324926	0.960784	11.375076	0.303030	1630	7449.487448	0.973262	0.973262	15.071788	0.393939	7449.487448	0.973262	15.071788	0.393939	2	4.605101	0.131016	0.131016	4.605101	0.131016	1	2.561889	0.084670	0.084670	2.561889	0.084670	3.583495	0.084670	3.583495	0.084670	1	4.570238	0.184492	0.184492	4.570238	0.184492	4.570238	0.184492	4.570238	0.184492	0.120321
chr22	33196801	33259028	TIMP3	0	+	TIMP3	33196801	0.150000	0.150000	0.414439	False	K562	195	448.997354	0.549020	0.549020	7.215475	0.149733	181	463.701878	0.566845	0.566845	7.451779	0.181818	456.349616	0.556150	7.333627	0.163993	140	639.833278	0.574866	0.574866	10.282245	0.260250	639.833278	0.574866	10.282245	0.260250	4	9.210202	0.238859	0.238859	9.210202	0.238859	5	12.809444	0.280749	0.280749	12.809444	0.280749	11.009823	0.260250	11.009823	0.260250	3	13.710713	0.319964	0.319964	13.710713	0.319964	13.710713	0.319964	13.710713	0.319964	0.313725
chr22	33504514	33512280	LINC01640	0	+	LINC01640	33504514			0.081996	False	K562	12	27.630606	0.083779	0.083779	3.557894	0.049911	13	33.304555	0.095365	0.095365	4.288508	0.081996	30.467581	0.087344	3.923201	0.064171	15	68.553565	0.185383	0.185383	8.827397	0.204991	68.553565	0.185383	8.827397	0.204991	3	6.907652	0.183601	0.183601	6.907652	0.183601	0	0.000000	0.028520	0.028520	0.000000	0.028520	3.453826	0.077540	3.453826	0.077540	1	4.570238	0.184492	0.184492	4.570238	0.184492	4.570238	0.184492	4.570238	0.184492	0.108734
chr22	33669061	34316416	LARGE1	0	-	LARGE1	34316416			0.081996	False	K562	1131	2604.184655	0.903743	0.903743	4.022808	0.062389	973	2492.717831	0.901070	0.901070	3.850620	0.065954	2548.451243	0.907308	3.936714	0.065954	590	2696.440242	0.885027	0.885027	4.165319	0.080214	2696.440242	0.885027	4.165319	0.080214	0	0.000000	0.022282	0.022282	0.000000	0.022282	1	2.561889	0.084670	0.084670	2.561889	0.084670	1.280944	0.049911	1.280944	0.049911	2	9.140475	0.260250	0.260250	9.140475	0.260250	9.140475	0.260250	9.140475	0.260250	0.096257
chr22	34120971	34146803	LARGE-AS1	0	+	LARGE-AS1	34120971	0.000000	0.000000	0.268271	False	K562	61	140.455583	0.277184	0.277184	5.437271	0.098039	36	92.227998	0.215686	0.215686	3.570300	0.060606	116.341790	0.247772	4.503786	0.078431	27	123.396418	0.260250	0.260250	4.776882	0.085561	123.396418	0.260250	4.776882	0.085561	1	2.302551	0.075758	0.075758	2.302551	0.075758	1	2.561889	0.084670	0.084670	2.561889	0.084670	2.432220	0.066845	2.432220	0.066845	0	0.000000	0.071301	0.071301	0.000000	0.071301	0.000000	0.071301	0.000000	0.071301	0.048128
chr22	35152655	35393905	ISX-AS1	0	-	ISX-AS1	35393905			0.081996	False	K562	512	1178.905874	0.771836	0.771836	4.886656	0.081996	424	1086.240864	0.763815	0.763815	4.502553	0.089127	1132.573369	0.773619	4.694605	0.092692	284	1297.947506	0.743316	0.743316	5.380093	0.101604	1297.947506	0.743316	5.380093	0.101604	0	0.000000	0.022282	0.022282	0.000000	0.022282	5	12.809444	0.280749	0.280749	12.809444	0.280749	6.404722	0.172906	6.404722	0.172906	2	9.140475	0.260250	0.260250	9.140475	0.260250	9.140475	0.260250	9.140475	0.260250	0.242424
chr22	35462128	35483380	ISX	0	+	ISX	35462128	0.090000	0.090000	0.397504	False	K562	73	168.086189	0.319964	0.319964	7.909194	0.178253	71	181.894107	0.327986	0.327986	8.558917	0.217469	174.990148	0.327986	8.234056	0.192513	99	452.453532	0.481283	0.481283	21.289927	0.516934	452.453532	0.481283	21.289927	0.516934	17	39.143359	0.415330	0.415330	39.143359	0.415330	7	17.933222	0.323529	0.323529	17.933222	0.323529	28.538290	0.385027	28.538290	0.385027	22	100.545229	0.565062	0.565062	100.545229	0.565062	100.545229	0.565062	100.545229	0.565062	0.463458
chr22	35515816	35627049	LINC01399	0	-	LINC01399	35627049			0.081996	False	K562	1138	2620.302509	0.907308	0.907308	23.556881	0.568627	953	2441.480054	0.898396	0.898396	21.949242	0.561497	2530.891282	0.903743	22.753061	0.561497	590	2696.440242	0.885027	0.885027	24.241369	0.550802	2696.440242	0.885027	24.241369	0.550802	88	202.624447	0.631016	0.631016	202.624447	0.631016	88	225.446217	0.641711	0.641711	225.446217	0.641711	214.035332	0.636364	214.035332	0.636364	52	237.652360	0.677362	0.677362	237.652360	0.677362	237.652360	0.677362	237.652360	0.677362	0.650624
chr22	35653444	35691800	HMGXB4	0	+	HMGXB4	35653444	14.260000	14.260000	0.709447	False	K562	201	462.812658	0.559715	0.559715	12.066239	0.320856	204	522.625321	0.594474	0.594474	13.625647	0.377897	492.718989	0.575758	12.845943	0.344029	206	941.468966	0.675579	0.675579	24.545546	0.561497	941.468966	0.675579	24.545546	0.561497	65	149.665785	0.584670	0.584670	149.665785	0.584670	75	192.141662	0.618538	0.618538	192.141662	0.618538	170.903723	0.606061	170.903723	0.606061	44	201.090459	0.656863	0.656863	201.090459	0.656863	201.090459	0.656863	201.090459	0.656863	0.620321
chr22	35695796	35743987	TOM1	0	+	TOM1	35695796	10.130000	10.130000	0.673797	False	K562	515	1185.813526	0.773619	0.773619	24.606535	0.575758	483	1237.392305	0.795900	0.795900	25.676834	0.597148	1211.602915	0.786096	25.141684	0.595365	306	1398.492736	0.760250	0.760250	29.019791	0.600713	1398.492736	0.760250	29.019791	0.600713	313	720.698318	0.859180	0.859180	720.698318	0.859180	303	776.252315	0.871658	0.871658	776.252315	0.871658	748.475316	0.862745	748.475316	0.862745	133	607.841614	0.854724	0.854724	607.841614	0.854724	607.841614	0.854724	607.841614	0.854724	0.880570
chr22	35777059	35790207	HMOX1	0	+	HMOX1	35777059	0.000000	0.000000	0.268271	False	K562	71	163.481088	0.317291	0.317291	12.433913	0.331551	84	215.198662	0.361854	0.361854	16.367407	0.433155	189.339875	0.338681	14.400660	0.402852	58	265.073786	0.372549	0.372549	20.160769	0.495544	265.073786	0.372549	20.160769	0.495544	5	11.512753	0.276292	0.276292	11.512753	0.276292	1	2.561889	0.084670	0.084670	2.561889	0.084670	7.037321	0.174688	7.037321	0.174688	1	4.570238	0.184492	0.184492	4.570238	0.184492	4.570238	0.184492	4.570238	0.184492	0.208556
chr22	35796115	35820495	MCM5	0	+	MCM5	35796115	54.970000	54.970000	0.878788	False	K562	123	283.213716	0.422460	0.422460	11.616641	0.306595	138	353.540658	0.483066	0.483066	14.501258	0.397504	318.377187	0.456328	13.058949	0.354724	271	1238.534416	0.732620	0.732620	50.801248	0.725490	1238.534416	0.732620	50.801248	0.725490	226	520.376421	0.793226	0.793226	520.376421	0.793226	243	622.538986	0.836007	0.836007	622.538986	0.836007	571.457703	0.827094	571.457703	0.827094	167	763.229696	0.891266	0.891266	763.229696	0.891266	763.229696	0.891266	763.229696	0.891266	0.878788
chr22	35937351	35950045	RASD2	0	+	RASD2	35937351	0.000000	0.000000	0.268271	False	K562	119	274.003514	0.408200	0.408200	21.585278	0.545455	107	274.122105	0.418004	0.418004	21.594620	0.556150	274.062809	0.409982	21.589949	0.550802	35	159.958319	0.301248	0.301248	12.601097	0.329768	159.958319	0.301248	12.601097	0.329768	6	13.815303	0.297683	0.297683	13.815303	0.297683	4	10.247555	0.239750	0.239750	10.247555	0.239750	12.031429	0.274510	12.031429	0.274510	2	9.140475	0.260250	0.260250	9.140475	0.260250	9.140475	0.260250	9.140475	0.260250	0.297683
chr22	36002810	36013384	MB	0	-	MB	36013384	0.000000	0.000000	0.268271	False	K562	54	124.337729	0.244207	0.244207	11.758817	0.313725	42	107.599331	0.241533	0.241533	10.175840	0.258467	115.968530	0.244207	10.967328	0.288770	45	205.660696	0.339572	0.339572	19.449659	0.479501	205.660696	0.339572	19.449659	0.479501	5	11.512753	0.276292	0.276292	11.512753	0.276292	2	5.123778	0.139037	0.139037	5.123778	0.139037	8.318265	0.196970	8.318265	0.196970	4	18.280951	0.361854	0.361854	18.280951	0.361854	18.280951	0.361854	18.280951	0.361854	0.295900
chr22	36044423	36064456	APOL6	0	+	APOL6	36044423	0.310000	0.310000	0.450089	False	K562	126	290.121367	0.427807	0.427807	14.482173	0.399287	104	266.436438	0.409091	0.409091	13.299877	0.367201	278.278903	0.415330	13.891025	0.383244	95	434.172581	0.468806	0.468806	21.672869	0.520499	434.172581	0.468806	21.672869	0.520499	13	29.933157	0.393939	0.393939	29.933157	0.393939	17	43.552110	0.442959	0.442959	43.552110	0.442959	36.742634	0.420677	36.742634	0.420677	40	182.809508	0.633690	0.633690	182.809508	0.633690	182.809508	0.633690	182.809508	0.633690	0.511586
chr22	36113918	36125529	APOL5	0	+	APOL5	36113918	0.000000	0.000000	0.268271	False	K562	159	366.105535	0.488414	0.488414	31.530922	0.675579	115	294.617215	0.434938	0.434938	25.373974	0.593583	330.361375	0.465241	28.452448	0.631016	49	223.941647	0.358289	0.358289	19.287025	0.474153	223.941647	0.358289	19.287025	0.474153	3	6.907652	0.183601	0.183601	6.907652	0.183601	1	2.561889	0.084670	0.084670	2.561889	0.084670	4.734770	0.116756	4.734770	0.116756	0	0.000000	0.071301	0.071301	0.000000	0.071301	0.000000	0.071301	0.000000	0.071301	0.064171
chr22	36134782	36236630	RBFOX2	0	-	RBFOX2	36236630	10.340000	10.340000	0.680927	False	K562	848	1952.562854	0.864528	0.864528	19.171342	0.504456	777	1990.587620	0.869875	0.869875	19.544690	0.532977	1971.575237	0.868093	19.358016	0.511586	288	1316.228457	0.748663	0.748663	12.923459	0.344029	1316.228457	0.748663	12.923459	0.344029	165	379.920838	0.736185	0.736185	379.920838	0.736185	136	348.416881	0.736185	0.736185	348.416881	0.736185	364.168860	0.736185	364.168860	0.736185	6	27.421426	0.418004	0.418004	27.421426	0.418004	27.421426	0.418004	27.421426	0.418004	0.547237
chr22	36536376	36556977	APOL3	0	-	APOL3	36556977	0.130000	0.130000	0.409982	False	K562	125	287.818817	0.426025	0.426025	13.971109	0.388592	125	320.236104	0.451872	0.451872	15.544687	0.413547	304.027460	0.438503	14.757898	0.409982	66	301.635688	0.392157	0.392157	14.641798	0.386809	301.635688	0.392157	14.641798	0.386809	8	18.420404	0.336007	0.336007	18.420404	0.336007	1	2.561889	0.084670	0.084670	2.561889	0.084670	10.491147	0.245989	10.491147	0.245989	6	27.421426	0.418004	0.418004	27.421426	0.418004	27.421426	0.418004	27.421426	0.418004	0.345811
chr22	36585175	36600879	APOL4	0	-	APOL4	36600879	5.060000	5.060000	0.596257	False	K562	367	845.036046	0.703209	0.703209	53.810242	0.803922	310	794.185537	0.685383	0.685383	50.572181	0.793226	819.610792	0.693405	52.191212	0.800357	112	511.866622	0.508021	0.508021	32.594665	0.627451	511.866622	0.508021	32.594665	0.627451	8	18.420404	0.336007	0.336007	18.420404	0.336007	13	33.304555	0.409982	0.409982	33.304555	0.409982	25.862480	0.374332	25.862480	0.374332	4	18.280951	0.361854	0.361854	18.280951	0.361854	18.280951	0.361854	18.280951	0.361854	0.379679
chr22	36622254	36636000	APOL2	0	-	APOL2	36636000	4.920000	4.920000	0.588235	False	K562	211	485.838163	0.568627	0.568627	35.343966	0.713012	170	435.521101	0.549911	0.549911	31.683479	0.677362	460.679632	0.557932	33.513723	0.702317	116	530.147573	0.516934	0.516934	38.567407	0.663102	530.147573	0.516934	38.567407	0.663102	166	382.223389	0.737968	0.737968	382.223389	0.737968	125	320.236104	0.712121	0.712121	320.236104	0.712121	351.229746	0.723708	351.229746	0.723708	36	164.528557	0.616756	0.616756	164.528557	0.616756	164.528557	0.616756	164.528557	0.616756	0.661319
chr22	36649116	36663577	APOL1	0	+	APOL1	36649116	5.160000	5.160000	0.602496	False	K562	292	672.344756	0.631907	0.631907	46.493656	0.778966	276	707.081317	0.653298	0.653298	48.895741	0.782531	689.713037	0.645276	47.694699	0.782531	198	904.907064	0.659537	0.659537	62.575691	0.775401	904.907064	0.659537	62.575691	0.775401	73	168.086189	0.598930	0.598930	168.086189	0.598930	59	151.151441	0.590018	0.590018	151.151441	0.590018	159.618815	0.593583	159.618815	0.593583	58	265.073786	0.696078	0.696078	265.073786	0.696078	265.073786	0.696078	265.073786	0.696078	0.627451
chr22	36677322	36784112	MYH9	0	-	MYH9	36784112	25.610000	25.610000	0.791444	False	K562	2042	4701.808193	0.948307	0.948307	44.028544	0.766488	1599	4096.460238	0.944742	0.944742	38.359961	0.734403	4399.134216	0.944742	41.194252	0.745098	1252	5721.937598	0.962567	0.962567	53.581212	0.743316	5721.937598	0.962567	53.581212	0.743316	622	1432.186433	0.930481	0.930481	1432.186433	0.930481	538	1378.296190	0.934046	0.934046	1378.296190	0.934046	1405.241312	0.932264	1405.241312	0.932264	39	178.239270	0.627451	0.627451	178.239270	0.627451	178.239270	0.627451	178.239270	0.627451	0.789661
chr22	36863092	36877687	TXN2	0	-	TXN2	36877687	138.950000	138.950000	0.951872	True	K562	800	1842.040428	0.853832	0.853832	126.210375	0.921569	614	1572.999741	0.825312	0.825312	107.776618	0.900178	1707.520085	0.841355	116.993497	0.909091	705	3222.017577	0.905526	0.905526	220.761739	0.944742	3222.017577	0.905526	220.761739	0.944742	243	559.519780	0.822638	0.822638	559.519780	0.822638	202	517.501544	0.806595	0.806595	517.501544	0.806595	538.510662	0.807487	538.510662	0.807487	238	1087.716572	0.930481	0.930481	1087.716572	0.930481	1087.716572	0.930481	1087.716572	0.930481	0.898396
chr22	36883232	36903148	FOXRED2	0	-	FOXRED2	36903148	7.490000	7.490000	0.648841	False	K562	142	326.962176	0.450980	0.450980	16.417060	0.447415	147	376.597658	0.510695	0.510695	18.909302	0.518717	351.779917	0.477718	17.663181	0.470588	99	452.453532	0.481283	0.481283	22.718093	0.534759	452.453532	0.481283	22.718093	0.534759	120	276.306064	0.692513	0.692513	276.306064	0.692513	120	307.426660	0.705882	0.705882	307.426660	0.705882	291.866362	0.700535	291.866362	0.700535	77	351.908303	0.762032	0.762032	351.908303	0.762032	351.908303	0.762032	351.908303	0.762032	0.729055
